No.,Company Name,Stock Price,Market Cap,Symbol,Industry,Sector
2614,"ARS Pharmaceuticals, Inc.",8.07,801.33M,SPRY,Biotechnology,Healthcare
2615,Quanex Building Products Corporation,17.43,800.63M,NX,Building Products & Equipment,Industrials
2616,Inventiva S.A.,5.75,800.12M,IVA,Biotechnology,Healthcare
2617,"Kura Sushi USA, Inc.",66.06,800.08M,KRUS,Restaurants,Consumer Discretionary
2618,"Evommune, Inc.",22.18,798.89M,EVMN,Biotechnology,Healthcare
2619,"Controladora Vuela CompaÃ±Ã­a de AviaciÃ³n, S.A.B. de C.V.",6.95,798.24M,VLRS,Airlines,Industrials
2620,"Aktis Oncology, Inc.",15.19,797.81M,AKTS,Biotechnology,Healthcare
2621,"Piedmont Realty Trust, Inc.",6.39,797.79M,PDM,REIT - Office,Real Estate
2622,Five Star Bancorp,37.11,793.27M,FSBC,Banks - Regional,Financials
2623,"Standard Motor Products, Inc.",35.81,793.05M,SMP,Auto Parts,Consumer Discretionary
2624,"Heritage Insurance Holdings, Inc.",25.81,792.91M,HRTG,Insurance - Property & Casualty,Financials
2625,POET Technologies Inc.,5.19,792.57M,POET,Semiconductors,Technology
2626,"Saul Centers, Inc.",32.34,792.19M,BFS,REIT - Retail,Real Estate
2627,"Heartland Express, Inc.",10.22,791.59M,HTLD,Trucking,Industrials
2628,"Employers Holdings, Inc.",40.36,786.29M,EIG,Insurance - Specialty,Financials
2629,Atlanticus Holdings Corporation,52.7,786.25M,ATLC,Credit Services,Financials
2630,"First Community Bankshares, Inc.",41.19,785.70M,FCBC,Banks - Regional,Financials
2631,Matthews International Corporation,25.2,784.38M,MATW,Conglomerates,Industrials
2632,"SELLAS Life Sciences Group, Inc.",4.365,783.88M,SLS,Biotechnology,Healthcare
2633,Republic Airways Holdings Inc.,16.71,782.52M,RJET,Airlines,Industrials
2634,Camden National Corporation,46.2,781.95M,CAC,Banks - Regional,Financials
2635,"Cantaloupe, Inc.",10.6,781.43M,CTLP,Software - Infrastructure,Technology
2636,"Bain Capital Specialty Finance, Inc.",12.04,781.02M,BCSF,Asset Management,Financials
2637,IperionX Limited,23.15,778.59M,IPX,Other Industrial Metals & Mining,Materials
2638,"Cullinan Therapeutics, Inc.",12.85,777.76M,CGEM,Biotechnology,Healthcare
2639,"Theravance Biopharma, Inc.",15.08,776.51M,TBPH,Biotechnology,Healthcare
2640,Peakstone Realty Trust,20.86,775.58M,PKST,REIT - Office,Real Estate
2641,"Carlyle Secured Lending, Inc.",10.97,775.33M,CGBD,Asset Management,Financials
2642,"Myers Industries, Inc.",20.71,774.62M,MYE,Packaging & Containers,Consumer Discretionary
2643,Hanmi Financial Corporation,25.91,774.52M,HAFC,Banks - Regional,Financials
2644,"ScanSource, Inc.",36.05,774.37M,SCSC,Electronics & Computer Distribution,Technology
2645,Seneca Foods Corporation,150.12,773.42M,SENEB,Packaged Foods,Consumer Staples
2646,Vipshop Holdings Limited,16.11,771.67M,VIPS,Internet Retail,Consumer Discretionary
2647,"CytomX Therapeutics, Inc.",4.52,769.24M,CTMX,Biotechnology,Healthcare
2648,"Petco Health and Wellness Company, Inc.",2.7,767.76M,WOOF,Specialty Retail,Consumer Discretionary
2649,"Granite Ridge Resources, Inc.",5.84,767.76M,GRNT,Oil & Gas Exploration & Production,Energy
2650,PennantPark Floating Rate Capital Ltd.,7.73,766.95M,PFLT,Asset Management,Financials
2651,SunOpta Inc.,6.47,765.28M,STKL,Beverages - Non-Alcoholic,Consumer Staples
2652,Westlake Chemical Partners LP,21.71,765.19M,WLKP,Chemicals,Materials
2653,Oddity Tech Ltd.,13.22,761.14M,ODD,Household & Personal Products,Consumer Staples
2654,"Montrose Environmental Group, Inc.",21.12,759.91M,MEG,Waste Management,Industrials
2655,Newsmax Inc.,5.88,759.33M,NMAX,Broadcasting,Communication Services
2656,SLR Investment Corp.,13.91,758.85M,SLRC,Asset Management,Financials
2657,TrustCo Bank Corp NY,42.75,757.12M,TRST,Banks - Regional,Financials
2658,"Ridgepost Capital, Inc",6.91,756.68M,RPC,Asset Management,Financials
2659,New Mountain Finance Corporation,7.5,756.05M,NMFC,Asset Management,Financials
2660,"SpyGlass Pharma, Inc.",22.61,753.31M,SGP,Biotechnology,Healthcare
2661,"Arteris, Inc.",16.51,750.66M,AIP,Semiconductors,Technology
2662,Heritage Commerce Corp,12.17,749.59M,HTBK,Banks - Regional,Financials
2663,"Lumexa Imaging Holdings, Inc.",7.79,748.70M,LMRI,Medical Devices,Healthcare
2664,Gold Royalty Corp.,3.32,745.44M,GROY,Gold,Materials
2665,Koppers Holdings Inc.,37.92,744.72M,KOP,Specialty Chemicals,Materials
2666,Lotus Technology Inc.,1.1,744.57M,LOT,Auto Manufacturers,Consumer Discretionary
2667,"Eagle Bancorp, Inc.",24.51,744.21M,EGBN,Banks - Regional,Financials
2668,"Barrett Business Services, Inc.",29.36,739.96M,BBSI,Staffing & Employment Services,Industrials
2669,"Kronos Worldwide, Inc.",6.43,739.79M,KRO,Specialty Chemicals,Materials
2670,"Sana Biotechnology, Inc.",2.77,739.22M,SANA,Biotechnology,Healthcare
2671,"Capital City Bank Group, Inc.",43.02,737.89M,CCBG,Banks - Regional,Financials
2672,First Financial Corporation,61.93,736.47M,THFF,Banks - Regional,Financials
2673,"BJ's Restaurants, Inc.",34.74,736.39M,BJRI,Restaurants,Consumer Discretionary
2674,"Tilray Brands, Inc.",6.32,736.32M,TLRY,Drug Manufacturers - Specialty & Generic,Healthcare
2675,"Vitesse Energy, Inc.",18.51,736.27M,VTS,Oil & Gas Exploration & Production,Energy
2676,"Oil States International, Inc.",12.2,734.52M,OIS,Oil & Gas Equipment & Services,Energy
2677,Ballard Power Systems Inc.,2.385,734.50M,BLDP,Electrical Equipment & Parts,Industrials
2678,"NWPX Infrastructure, Inc.",76.35,730.99M,NWPX,Steel,Materials
2679,Aebi Schmidt Holding AG,9.41,728.66M,AEBI,Farm & Heavy Construction Machinery,Industrials
2680,BRBI BR Partners S.A.,14.53,728.48M,BRBI,Capital Markets,Financials
2681,"Mid Penn Bancorp, Inc.",31.35,726.57M,MPB,Banks - Regional,Financials
2682,"AMN Healthcare Services, Inc.",18.91,726.40M,AMN,Medical Care Facilities,Healthcare
2683,"TXO Partners, L.P.",13.14,725.89M,TXO,Oil & Gas Exploration & Production,Energy
2684,ACV Auctions Inc.,4.15,722.40M,ACVA,Auto & Truck Dealerships,Consumer Discretionary
2685,Rayonier Advanced Materials Inc.,10.74,719.64M,RYAM,Chemicals,Materials
2686,One and one Green Technologies. Inc,13.83,719.16M,YDDL,Waste Management,Industrials
2687,Integra LifeSciences Holdings Corporation,9.2,717.02M,IART,Medical Devices,Healthcare
2688,Northern Dynasty Minerals Ltd.,1.28,716.94M,NAK,Other Industrial Metals & Mining,Materials
2689,"BioAge Labs, Inc.",16.15,716.73M,BIOA,Drug Manufacturers - Specialty & Generic,Healthcare
2690,Anterix Inc.,38.24,716.35M,ATEX,Telecom Services,Communication Services
2691,Bright Minds Biosciences Inc.,70.1,716.19M,DRUG,Biotechnology,Healthcare
2692,Adlai Nortye Ltd.,6.46,715.13M,ANL,Biotechnology,Healthcare
2693,"HomeTrust Bancshares, Inc.",42.05,711.84M,HTB,Banks - Regional,Financials
2694,"BridgeBio Oncology Therapeutics, Inc.",8.88,710.69M,BBOT,Biotechnology,Healthcare
2695,Bowhead Specialty Holdings Inc.,21.67,710.42M,BOW,Insurance - Property & Casualty,Financials
2696,"BrightSpire Capital, Inc.",5.51,708.74M,BRSP,REIT - Mortgage,Real Estate
2697,Santacruz Silver Mining Ltd.,7.73,707.33M,SCZM,Other Industrial Metals & Mining,Materials
2698,"Ibotta, Inc.",28.98,705.67M,IBTA,Software - Application,Technology
2699,"Esperion Therapeutics, Inc.",2.74,703.66M,ESPR,Drug Manufacturers - Specialty & Generic,Healthcare
2700,"Carriage Services, Inc.",44.62,702.82M,CSV,Personal Services,Consumer Discretionary
2701,MannKind Corporation,2.28,702.47M,MNKD,Biotechnology,Healthcare
2702,Biglari Holdings Inc.,305.79,701.58M,BH,Restaurants,Consumer Discretionary
2703,Omeros Corporation,9.88,700.50M,OMER,Biotechnology,Healthcare
2704,"Castle Biosciences, Inc.",23.53,699.58M,CSTL,Diagnostics & Research,Healthcare
2705,Solid Biosciences Inc.,7.11,699.56M,SLDB,Biotechnology,Healthcare
2706,"Lexicon Pharmaceuticals, Inc.",1.65,699.07M,LXRX,Biotechnology,Healthcare
2707,"Velocity Financial, Inc.",17.81,698.78M,VEL,Mortgage Finance,Financials
2708,"Omada Health, Inc.",11.86,698.56M,OMDA,Health Information Services,Healthcare
2709,"Apogee Enterprises, Inc.",32.46,698.22M,APOG,Building Products & Equipment,Industrials
2710,"Forum Energy Technologies, Inc.",61.92,696.98M,FET,Oil & Gas Equipment & Services,Energy
2711,"Wolfspeed, Inc.",15.44,696.17M,WOLF,Semiconductors,Technology
2712,Donegal Group Inc.,16.56,694.39M,DGICB,Insurance - Property & Casualty,Financials
2713,Sound Group Inc.,16.69,694.30M,SOGP,Internet Content & Information,Communication Services
2714,"Janus International Group, Inc.",5.0,694.29M,JBI,Building Products & Equipment,Industrials
2715,Grocery Outlet Holding Corp.,7.07,693.94M,GO,Grocery Stores,Consumer Staples
2716,"Southern Missouri Bancorp, Inc.",62.44,693.60M,SMBC,Banks - Regional,Financials
2717,"Enhabit, Inc.",13.66,692.88M,EHAB,Medical Care Facilities,Healthcare
2718,"Orrstown Financial Services, Inc.",34.98,686.30M,ORRF,Banks - Regional,Financials
2719,Solowin Holdings,3.66,685.14M,AXG,Capital Markets,Financials
2720,"Kura Oncology, Inc.",7.74,683.67M,KURA,Biotechnology,Healthcare
2721,ADS-TEC Energy PLC,11.37,683.59M,ADSE,Electrical Equipment & Parts,Industrials
2722,New Pacific Metals Corp.,3.87,683.50M,NEWP,Silver,Materials
2723,"Root, Inc.",43.9,682.85M,ROOT,Insurance - Property & Casualty,Financials
2724,"Strive Asset Management, LLC",9.86,681.56M,ASST,Asset Management,Financials
2725,"Great Southern Bancorp, Inc.",62.1,680.81M,GSBC,Banks - Regional,Financials
2726,"Golden Entertainment, Inc.",25.91,678.82M,GDEN,Resorts & Casinos,Consumer Discretionary
2727,Daily Journal Corporation,491.76,677.51M,DJCO,Software - Application,Technology
2728,Noah Holdings Limited,10.1,677.22M,NOAH,Asset Management,Financials
2729,"Franklin BSP Realty Trust, Inc.",8.35,676.06M,FBRT,REIT - Mortgage,Real Estate
2730,EHang Holdings Limited,9.39,675.40M,EH,Aerospace & Defense,Industrials
2731,"QuinStreet, Inc.",11.84,674.81M,QNST,Advertising Agencies,Communication Services
2732,"Relmada Therapeutics, Inc.",6.43,674.44M,RLMD,Biotechnology,Healthcare
2733,"South Plains Financial, Inc.",41.27,674.00M,SPFI,Banks - Regional,Financials
2734,"VAALCO Energy, Inc.",6.44,671.42M,EGY,Oil & Gas Exploration & Production,Energy
2735,"CeriBell, Inc.",17.79,669.64M,CBLL,Medical Devices,Healthcare
2736,HUYA Inc.,3.01,669.29M,HUYA,Entertainment,Communication Services
2737,Metallus Inc.,16.03,668.94M,MTUS,Steel,Materials
2738,"NerdWallet, Inc.",10.0,667.86M,NRDS,Internet Content & Information,Communication Services
2739,Thornburg Income Builder Opportunities Trust,20.81,667.46M,TBLD,Asset Management,Financials
2740,Independent Bank Corporation,32.41,667.27M,IBCP,Banks - Regional,Financials
2741,"Covenant Logistics Group, Inc.",26.58,666.71M,CVLG,Trucking,Industrials
2742,"Transcat, Inc.",71.32,665.57M,TRNS,Specialty Business Services,Industrials
2743,"GoodRx Holdings, Inc.",1.94,664.59M,GDRX,Health Information Services,Healthcare
2744,"Personalis, Inc.",6.34,663.37M,PSNL,Diagnostics & Research,Healthcare
2745,VTEX,3.83,662.57M,VTEX,Software - Application,Technology
2746,"Phreesia, Inc.",10.98,661.95M,PHR,Health Information Services,Healthcare
2747,"Redwood Trust, Inc.",5.29,661.19M,RWT,REIT - Mortgage,Real Estate
2748,"indie Semiconductor, Inc.",3.19,660.79M,INDI,Semiconductors,Technology
2749,"Jade Biosciences, Inc.",13.39,660.35M,JBIO,Biotechnology,Healthcare
2750,"Optimum Communications, Inc.",1.4,658.61M,OPTU,Telecom Services,Communication Services
2751,Vinci Compass Investments Ltd.,10.06,658.15M,VINP,Asset Management,Financials
2752,Stratasys Ltd.,7.64,657.88M,SSYS,Computer Hardware,Technology
2753,"Gyre Therapeutics, Inc.",6.78,657.41M,GYRE,Biotechnology,Healthcare
2754,Hippo Holdings Inc.,25.31,657.33M,HIPO,Insurance - Property & Casualty,Financials
2755,Alpha and Omega Semiconductor Limited,22.05,656.23M,AOSL,Semiconductors,Technology
2756,Kornit Digital Ltd.,14.56,655.90M,KRNT,Specialty Industrial Machinery,Industrials
2757,"Utz Brands, Inc.",7.41,655.29M,UTZ,Packaged Foods,Consumer Staples
2758,"Adamas Trust, Inc.",7.24,655.03M,ADAM,REIT - Mortgage,Real Estate
2759,"Alto Neuroscience, Inc.",20.5,654.88M,ANRO,Biotechnology,Healthcare
2760,"SmartFinancial, Inc.",38.29,654.64M,SMBK,Banks - Regional,Financials
2761,Drugs Made In America Acquisition II Corp.,9.98,654.44M,DMII,Shell Companies,Financials
2762,Nutex Health Inc.,93.81,653.70M,NUTX,Medical Care Facilities,Healthcare
2763,Jiayin Group Inc.,4.86,653.04M,JFIN,Internet Content & Information,Communication Services
2764,"Smith & Wesson Brands, Inc.",14.66,652.28M,SWBI,Aerospace & Defense,Industrials
2765,"Sturm, Ruger & Company, Inc.",40.83,651.01M,RGR,Aerospace & Defense,Industrials
2766,"Design Therapeutics, Inc.",10.54,650.03M,DSGN,Biotechnology,Healthcare
2767,Uxin Limited,3.15,649.43M,UXIN,Auto & Truck Dealerships,Consumer Discretionary
2768,Studio City International Holdings Limited,3.37,649.02M,MSC,Resorts & Casinos,Consumer Discretionary
2769,"PRA Group, Inc.",16.85,647.94M,PRAA,Credit Services,Financials
2770,AdvanSix Inc.,24.06,646.56M,ASIX,Chemicals,Materials
2771,"Arvinas, Inc.",10.1,646.01M,ARVN,Biotechnology,Healthcare
2772,World Acceptance Corporation,130.5,644.26M,WRLD,Credit Services,Financials
2773,"Solid Power, Inc.",2.92,644.09M,SLDP,Auto Parts,Consumer Discretionary
2774,Fidus Investment Corporation,16.92,642.19M,FDUS,Asset Management,Financials
2775,Invesco Mortgage Capital Inc.,7.71,642.02M,IVR,REIT - Mortgage,Real Estate
2776,Insteel Industries Inc.,32.99,639.89M,IIIN,Metal Fabrication,Industrials
2777,"Once Upon A Farm, PBC",15.26,639.39M,OFRM,Packaged Foods,Consumer Staples
2778,Ethos Technologies Inc.,10.13,636.87M,LIFE,Insurance - Life,Financials
2779,Terrestrial Energy Inc.,6.01,635.75M,IMSR,Utilities - Regulated Electric,Utilities
2780,"Hovnanian Enterprises, Inc.",106.81,634.26M,HOV,Residential Construction,Consumer Discretionary
2781,Guardian Metal Resources PLC,17.25,634.26M,GMTL,Other Precious Metals & Mining,Materials
2782,"Eton Pharmaceuticals, Inc.",23.24,634.09M,ETON,Drug Manufacturers - Specialty & Generic,Healthcare
2783,"Udemy, Inc.",4.36,634.04M,UDMY,Education & Training Services,Consumer Staples
2784,Tiptree Inc.,16.67,631.41M,TIPT,Insurance - Specialty,Financials
2785,"SandRidge Energy, Inc.",17.14,631.18M,SD,Oil & Gas Exploration & Production,Energy
2786,"First Watch Restaurant Group, Inc.",10.31,630.33M,FWRG,Restaurants,Consumer Discretionary
2787,"Flotek Industries, Inc.",17.42,630.12M,FTK,Oil & Gas Equipment & Services,Energy
2788,Serve Robotics Inc.,8.32,629.74M,SERV,Specialty Industrial Machinery,Industrials
2789,"Avanos Medical, Inc.",13.52,628.73M,AVNS,Medical Devices,Healthcare
2790,"Betterware de MÃ©xico, S.A.P.I. de C.V.",16.87,628.30M,BWMX,Specialty Retail,Consumer Discretionary
2791,Nuveen Churchill Direct Lending Corp.,12.72,628.20M,NCDL,Asset Management,Financials
2792,"MNTN, Inc.",8.49,627.18M,MNTN,Software - Application,Technology
2793,Tamboran Resources Corporation,43.4,626.80M,TBN,Oil & Gas Exploration & Production,Energy
2794,"HealthStream, Inc.",21.1,626.00M,HSTM,Health Information Services,Healthcare
2795,"NexPoint Residential Trust, Inc.",24.6,625.12M,NXRT,REIT - Residential,Real Estate
2796,"Intrepid Potash, Inc.",46.52,623.69M,IPI,Agricultural Inputs,Materials
2797,Flowco Holdings Inc.,21.0,622.59M,FLOC,Oil & Gas Equipment & Services,Energy
2798,Obsidian Energy Ltd.,9.24,622.01M,OBE,Oil & Gas Exploration & Production,Energy
2799,"Safe Bulkers, Inc.",6.08,621.65M,SB,Marine Shipping,Industrials
2800,"Washington Trust Bancorp, Inc.",32.64,621.46M,WASH,Banks - Regional,Financials
2801,CI&T Inc.,4.82,621.10M,CINT,Software - Infrastructure,Technology
2802,Ardmore Shipping Corporation,15.18,618.30M,ASC,Marine Shipping,Industrials
2803,"Latham Group, Inc.",5.29,617.70M,SWIM,Building Products & Equipment,Industrials
2804,"Village Super Market, Inc.",41.81,616.78M,VLGEA,Grocery Stores,Consumer Staples
2805,Donegal Group Inc.,16.83,616.68M,DGICA,Insurance - Property & Casualty,Financials
2806,"AMERISAFE, Inc.",32.73,615.16M,AMSF,Insurance - Specialty,Financials
2807,"Mama's Creations, Inc.",15.13,615.08M,MAMA,Packaged Foods,Consumer Staples
2808,"Black Rock Coffee Bar, Inc.",12.27,614.18M,BRCB,Restaurants,Consumer Discretionary
2809,Hyperliquid Strategies Inc.,4.95,613.64M,PURR,Capital Markets,Financials
2810,MeiraGTx Holdings plc,7.62,613.34M,MGTX,Biotechnology,Healthcare
2811,Community West Bancshares,22.63,613.27M,CWBC,Banks - Regional,Financials
2812,"Ocugen, Inc.",1.87,613.17M,OCGN,Biotechnology,Healthcare
2813,"Third Coast Bancshares, Inc.",37.19,613.11M,TCBX,Banks - Regional,Financials
2814,"Gevo, Inc.",2.52,611.91M,GEVO,Specialty Chemicals,Materials
2815,"Prime Medicine, Inc.",3.38,610.27M,PRME,Biotechnology,Healthcare
2816,Peapack-Gladstone Financial Corporation,34.71,609.88M,PGC,Banks - Regional,Financials
2817,CCC Intelligent Solutions Holdings Inc.,5.81,609.34M,CCC,Software - Application,Technology
2818,"Energy Vault Holdings, Inc.",3.52,608.87M,NRGV,Utilities - Renewable,Utilities
2819,Dakota Gold Corp.,4.56,608.84M,DC,Gold,Materials
2820,"Reservoir Media, Inc.",9.28,608.77M,RSVR,Entertainment,Communication Services
2821,"Financial Institutions, Inc.",30.89,606.50M,FISI,Banks - Regional,Financials
2822,"NETGEAR, Inc.",21.57,606.40M,NTGR,Communication Equipment,Technology
2823,IsoEnergy Ltd.,10.04,605.68M,ISOU,Uranium,Energy
2824,Arko Corp.,5.46,605.47M,ARKO,Specialty Retail,Consumer Discretionary
2825,New Found Gold Corp.,1.78,605.21M,NFGC,Gold,Materials
2826,"Shore Bancshares, Inc.",18.1,604.87M,SHBI,Banks - Regional,Financials
2827,Alpha Tau Medical Ltd.,6.86,603.75M,DRTS,Biotechnology,Healthcare
2828,LB Pharmaceuticals Inc,23.84,603.13M,LBRX,Biotechnology,Healthcare
2829,Bioventus Inc.,8.94,602.27M,BVS,Medical Devices,Healthcare
2830,Green Dot Corporation,10.83,601.80M,GDOT,Credit Services,Financials
2831,Sabre Corporation,1.52,600.65M,SABR,Software - Infrastructure,Technology
2832,Alerus Financial Corporation,23.57,598.71M,ALRS,Banks - Regional,Financials
2833,"Natural Grocers by Vitamin Cottage, Inc.",25.97,598.17M,NGVC,Grocery Stores,Consumer Staples
2834,"Annexon, Inc.",5.0,598.16M,ANNX,Biotechnology,Healthcare
2835,"Cracker Barrel Old Country Store, Inc.",26.74,597.67M,CBRL,Restaurants,Consumer Discretionary
2836,Hingham Institution for Savings,273.56,597.52M,HIFS,Banks - Regional,Financials
2837,REalloys Inc.,9.98,597.11M,ALOY,Other Industrial Metals & Mining,Materials
2838,"TPG RE Finance Trust, Inc.",7.61,596.27M,TRTX,REIT - Mortgage,Real Estate
2839,"Replimune Group, Inc.",7.22,596.17M,REPL,Biotechnology,Healthcare
2840,Tron Inc.,2.17,595.41M,TRON,Leisure,Consumer Discretionary
2841,"Mitek Systems, Inc.",13.1,593.64M,MITK,Software - Application,Technology
2842,"Red River Bancshares, Inc.",89.9,591.24M,RRBI,Banks - Regional,Financials
2843,"Tactile Systems Technology, Inc.",26.34,590.93M,TCMD,Medical Devices,Healthcare
2844,Bain Capital GSS Investment Corp.,10.1,589.84M,BCSS,Shell Companies,Financials
2845,"CTO Realty Growth, Inc.",18.1,589.33M,CTO,REIT - Diversified,Real Estate
2846,"Vital Farms, Inc.",13.14,588.63M,VITL,Farm Products,Consumer Staples
2847,EQV Ventures Acquisition Corp. II,10.07,588.57M,EVAC,Shell Companies,Financials
